timestamp,pitch
0.000000,4
0.001000,1293
0.002000,1075
0.003000,891
0.004000,745
0.005000,601
0.006000,670
0.007000,2133
0.008000,2262
0.009000,2858
0.010000,3005
0.011000,2833
0.012000,3037
0.013000,3311
0.014000,3020
0.015000,3013
0.016000,2596
0.017000,1928
0.018000,1673
0.019000,1495
0.020000,1111
0.021000,1182
0.022000,990
0.023000,616
0.024000,583
0.025000,790
0.026000,995
0.027000,1533
0.028000,1815
0.029000,2151
0.030000,3339
0.031000,3053
0.032000,3059
0.033000,2397
0.034000,2035
0.035000,1929
0.036000,1183
0.037000,823
0.038000,1365
0.039000,1036
0.040000,221
0.041000,216
0.042000,453
0.043000,989
0.044000,1651
0.045000,1785
0.046000,2279
0.047000,3087
0.048000,3046
0.049000,2809
0.050000,3135
0.051000,3437
0.052000,3475
0.053000,3448
0.054000,1463
0.055000,1045
0.056000,329
0.057000,427
0.058000,539
0.059000,829
0.060000,1560
0.061000,1835
0.062000,2187
0.063000,2957
0.064000,2886
0.065000,2714
0.066000,3211
0.067000,3494
0.068000,3407
0.069000,3289
0.070000,2887
0.071000,2445
0.072000,2251
0.073000,1705
0.074000,916
0.075000,1224
0.076000,1611
0.077000,2829
0.078000,2786
0.079000,2378
0.080000,3147
0.081000,3893
0.082000,3622
0.083000,3428
0.084000,3109
0.085000,2935
0.086000,2822
0.087000,2063
0.088000,1144
0.089000,1326
0.090000,1572
0.091000,751
0.092000,202
0.093000,297
0.094000,422
0.095000,823
0.096000,1214
0.097000,1541
0.098000,2348
0.099000,2958
0.100000,2253
0.101000,953
0.102000,895
0.103000,1532
0.104000,966
0.105000,335
0.106000,395
0.107000,507
0.108000,885
0.109000,1166
0.110000,1427
0.111000,2393
0.112000,3113
0.113000,2543
0.114000,2533
0.115000,3446
0.116000,3675
0.117000,3351
0.118000,3271
0.119000,2894
0.120000,2703
0.121000,2456
0.122000,1402
0.123000,779
0.124000,2458
0.125000,2895
0.126000,2285
0.127000,2579
0.128000,3415
0.129000,3515
0.130000,3507
0.131000,3307
0.132000,2953
0.133000,3064
0.134000,2473
0.135000,1223
0.136000,1143
0.137000,1879
0.138000,1079
0.139000,281
0.140000,343
0.141000,405
0.142000,691
0.143000,857
0.144000,1084
0.145000,2135
0.146000,2874
0.147000,1085
0.148000,1493
0.149000,1180
0.150000,541
0.151000,343
0.152000,311
0.153000,573
0.154000,659
0.155000,905
0.156000,1987
0.157000,2823
0.158000,2597
0.159000,2495
0.160000,3093
0.161000,3527
0.162000,3604
0.163000,3495
0.164000,3183
0.165000,3419
0.166000,2780
0.167000,1509
0.168000,1294
0.169000,1675
0.170000,1289
0.171000,2698
0.172000,2998
0.173000,3227
0.174000,3063
0.175000,3221
0.176000,3619
0.177000,2743
0.178000,1619
0.179000,1803
0.180000,1757
0.181000,1391
0.182000,1204
0.183000,807
0.184000,731
0.185000,1039
0.186000,530
0.187000,787
0.188000,2069
0.189000,2345
0.190000,2195
0.191000,2513
0.192000,2714
0.193000,2973
0.194000,939
0.195000,551
0.196000,1023
0.197000,2335
0.198000,2392
0.199000,2425
0.200000,3077
0.201000,3080
0.202000,3103
0.203000,3407
0.204000,2935
0.205000,3337
0.206000,3532
0.207000,2233
0.208000,1355
0.209000,1769
0.210000,1194
0.211000,749
0.212000,856
0.213000,575
0.214000,764
0.215000,839
0.216000,466
0.217000,1230
0.218000,985
0.219000,921
0.220000,957
0.221000,475
